transaction_id,customer_id,category,total_amount,quantity,payment_method,location,timestamp,unit_price,order_size_category,is_high_value,tx_year,tx_month
TXN-1000022,7946,Books,308.05,9,Credit Card,Berlin,2025-12-24T15:58:13.000+05:30,34.23,Bulk,false,2025,12
TXN-1000023,6143,Beauty,309.01,2,Credit Card,Tokyo,2025-08-24T20:28:00.000+05:30,154.51,Small,false,2025,8
TXN-1000024,9485,Home & Kitchen,1126.91,6,PayPal,Berlin,2025-06-26T16:31:58.000+05:30,187.82,Medium,true,2025,6
TXN-1000025,8012,Books,368.88,1,UPI,New York,2025-02-11T19:07:48.000+05:30,368.88,Small,false,2025,2
TXN-1000026,3944,Clothing,621.14,3,PayPal,Mumbai,2025-10-14T21:15:33.000+05:30,207.05,Small,true,2025,10
TXN-1000027,2646,Home & Kitchen,482.47,1,Debit Card,Berlin,2025-01-03T01:38:45.000+05:30,482.47,Small,false,2025,1
TXN-1000028,3265,Sports,683.22,5,Debit Card,Mumbai,2025-07-19T07:57:36.000+05:30,136.64,Medium,true,2025,7
TXN-1000029,7722,Sports,63.09,6,Unknown,New York,2025-10-07T23:23:33.000+05:30,10.52,Medium,false,2025,10
TXN-1000030,8767,Electronics,1394.36,9,PayPal,Tokyo,2025-06-30T14:39:43.000+05:30,154.93,Bulk,true,2025,6
TXN-1000031,8178,Clothing,489.0,9,PayPal,New York,2025-08-29T08:18:53.000+05:30,54.33,Bulk,false,2025,8
TXN-1000032,2957,Home & Kitchen,706.08,5,Debit Card,Berlin,2025-01-05T04:14:33.000+05:30,141.22,Medium,true,2025,1
TXN-1000033,8598,Beauty,610.01,6,Debit Card,London,2025-10-31T18:20:25.000+05:30,101.67,Medium,true,2025,10
TXN-1000034,6413,Sports,1442.6,2,Debit Card,London,2025-02-05T23:22:29.000+05:30,721.3,Small,true,2025,2
TXN-1000035,8428,Sports,746.51,8,Credit Card,Mumbai,2025-01-29T08:28:31.000+05:30,93.31,Bulk,true,2025,1
TXN-1000036,9199,Electronics,1490.37,7,Credit Card,New York,2025-11-22T05:21:20.000+05:30,212.91,Medium,true,2025,11
TXN-1000037,2581,Home & Kitchen,1222.74,4,Unknown,Sydney,2025-03-10T22:28:37.000+05:30,305.69,Medium,true,2025,3
TXN-1000038,5323,Home & Kitchen,733.28,1,PayPal,Berlin,2025-11-23T18:31:58.000+05:30,733.28,Small,true,2025,11
TXN-1000039,2539,Clothing,488.27,8,PayPal,Tokyo,2025-04-06T17:16:49.000+05:30,61.03,Bulk,false,2025,4
TXN-1000040,7999,Home & Kitchen,590.11,5,UPI,London,2025-10-08T04:55:08.000+05:30,118.02,Medium,true,2025,10
TXN-1000041,3509,Home & Kitchen,1121.41,1,UPI,Tokyo,2025-04-16T13:51:17.000+05:30,1121.41,Small,true,2025,4
TXN-1000042,5746,Books,1146.87,6,UPI,London,2025-07-21T03:37:47.000+05:30,191.14,Medium,true,2025,7
TXN-1000043,8351,Home & Kitchen,1078.36,6,Credit Card,New York,2025-04-01T12:01:44.000+05:30,179.73,Medium,true,2025,4
TXN-1000044,8057,Home & Kitchen,670.42,1,Unknown,Sydney,2025-04-11T20:53:53.000+05:30,670.42,Small,true,2025,4
TXN-1000045,6412,Sports,805.45,2,PayPal,Tokyo,2025-06-28T09:59:09.000+05:30,402.73,Small,true,2025,6
TXN-1000046,8752,Books,1263.88,5,PayPal,New York,2025-10-22T19:46:26.000+05:30,252.78,Medium,true,2025,10
TXN-1000047,9292,Home & Kitchen,1091.23,1,Unknown,Tokyo,2025-08-25T11:22:55.000+05:30,1091.23,Small,true,2025,8
TXN-1000048,10464,Electronics,196.89,2,UPI,New York,2025-04-14T07:51:10.000+05:30,98.45,Small,false,2025,4
TXN-1000049,2312,Books,1189.05,3,Debit Card,Berlin,2025-10-23T20:04:15.000+05:30,396.35,Small,true,2025,10
TXN-1000050,9486,Electronics,333.33,6,Debit Card,Tokyo,2025-01-27T23:48:10.000+05:30,55.56,Medium,false,2025,1
TXN-1000051,1795,Beauty,1438.64,8,PayPal,Tokyo,2025-06-17T06:40:43.000+05:30,179.83,Bulk,true,2025,6
TXN-1000052,9232,Beauty,721.48,7,Debit Card,Tokyo,2025-06-01T15:10:39.000+05:30,103.07,Medium,true,2025,6
TXN-1000053,6696,Beauty,1449.14,1,Unknown,Berlin,2025-03-02T21:33:56.000+05:30,1449.14,Small,true,2025,3
TXN-1000054,5606,Beauty,276.8,5,UPI,Mumbai,2025-03-17T07:29:34.000+05:30,55.36,Medium,false,2025,3
TXN-1000055,3612,Books,516.46,5,PayPal,New York,2025-01-01T22:50:27.000+05:30,103.29,Medium,true,2025,1
TXN-1000056,9884,Clothing,1294.59,9,Credit Card,Berlin,2025-12-28T23:43:53.000+05:30,143.84,Bulk,true,2025,12
TXN-1000057,7827,Electronics,754.54,9,Debit Card,Mumbai,2025-11-27T19:36:39.000+05:30,83.84,Bulk,true,2025,11
TXN-1000058,5338,Clothing,965.42,1,PayPal,Sydney,2025-07-24T08:37:11.000+05:30,965.42,Small,true,2025,7
TXN-1000059,1524,Home & Kitchen,279.57,1,Debit Card,New York,2025-09-28T15:01:59.000+05:30,279.57,Small,false,2025,9
TXN-1000060,6267,Books,1438.55,6,Debit Card,Berlin,2025-12-22T02:20:09.000+05:30,239.76,Medium,true,2025,12
TXN-1000061,5982,Electronics,1318.01,3,PayPal,New York,2025-12-31T01:24:34.000+05:30,439.34,Small,true,2025,12
TXN-1000062,7035,Books,779.45,2,PayPal,San Francisco,2025-10-20T04:18:56.000+05:30,389.73,Small,true,2025,10
TXN-1000063,9430,Beauty,1321.12,6,Unknown,New York,2025-08-09T00:02:50.000+05:30,220.19,Medium,true,2025,8
TXN-1000064,1941,Electronics,1111.55,5,PayPal,Berlin,2025-02-27T22:02:17.000+05:30,222.31,Medium,true,2025,2
TXN-1000065,8328,Clothing,978.27,6,Debit Card,San Francisco,2025-05-01T18:02:12.000+05:30,163.05,Medium,true,2025,5
TXN-1000066,2665,Clothing,1331.67,6,Credit Card,Berlin,2025-02-10T17:15:46.000+05:30,221.95,Medium,true,2025,2
TXN-1000067,1596,Beauty,647.59,2,Credit Card,London,2025-02-19T11:37:05.000+05:30,323.8,Small,true,2025,2
TXN-1000068,2685,Home & Kitchen,1410.32,1,Credit Card,New York,2025-02-21T10:23:11.000+05:30,1410.32,Small,true,2025,2
TXN-1000069,5435,Home & Kitchen,1019.85,7,UPI,Berlin,2025-12-08T04:32:12.000+05:30,145.69,Medium,true,2025,12
TXN-1000070,9435,Sports,103.07,8,Credit Card,Sydney,2025-01-01T09:29:17.000+05:30,12.88,Bulk,false,2025,1
TXN-1000071,8516,Books,522.63,8,PayPal,Tokyo,2025-03-17T09:32:28.000+05:30,65.33,Bulk,true,2025,3
TXN-1000072,5196,Electronics,453.52,8,Credit Card,Berlin,2025-06-29T21:31:08.000+05:30,56.69,Bulk,false,2025,6
TXN-1000073,1642,Beauty,802.91,5,UPI,San Francisco,2025-08-29T08:25:01.000+05:30,160.58,Medium,true,2025,8
TXN-1000074,4027,Clothing,720.88,8,Unknown,Berlin,2025-02-19T16:15:36.000+05:30,90.11,Bulk,true,2025,2
TXN-1000075,6803,Electronics,1482.12,1,Credit Card,Sydney,2025-09-20T06:08:18.000+05:30,1482.12,Small,true,2025,9
TXN-1000076,7653,Sports,100.31,2,Debit Card,Mumbai,2025-07-02T17:58:02.000+05:30,50.16,Small,false,2025,7
TXN-1000077,5907,Sports,843.06,8,Unknown,London,2025-04-19T19:20:01.000+05:30,105.38,Bulk,true,2025,4
TXN-1000078,9661,Beauty,697.68,3,PayPal,New York,2025-06-15T22:39:35.000+05:30,232.56,Small,true,2025,6
TXN-1000079,6576,Clothing,1252.11,4,Credit Card,Berlin,2025-08-21T20:34:07.000+05:30,313.03,Medium,true,2025,8
TXN-1000080,1475,Beauty,25.51,2,Debit Card,Berlin,2025-08-24T02:14:26.000+05:30,12.76,Small,false,2025,8
TXN-1000081,3054,Sports,956.29,6,UPI,London,2025-01-30T20:32:21.000+05:30,159.38,Medium,true,2025,1
TXN-1000082,7491,Books,0.0,2,Debit Card,New York,2025-03-05T12:35:32.000+05:30,0.0,Small,false,2025,3
TXN-1000083,3764,Home & Kitchen,1267.17,3,Credit Card,San Francisco,2025-01-27T10:29:16.000+05:30,422.39,Small,true,2025,1
TXN-1000084,8509,Electronics,0.0,3,Credit Card,Sydney,2025-04-27T03:19:56.000+05:30,0.0,Small,false,2025,4
TXN-1000085,3800,Electronics,1009.49,9,Debit Card,San Francisco,2025-09-14T04:51:48.000+05:30,112.17,Bulk,true,2025,9
TXN-1000086,5680,Books,880.38,4,Debit Card,San Francisco,2025-12-11T03:02:03.000+05:30,220.1,Medium,true,2025,12
TXN-1000087,4932,Electronics,353.58,2,PayPal,Mumbai,2025-10-19T04:03:12.000+05:30,176.79,Small,false,2025,10
TXN-1000088,3766,Beauty,44.99,4,Unknown,London,2025-02-17T02:19:03.000+05:30,11.25,Medium,false,2025,2
TXN-1000089,1538,Sports,0.0,8,Credit Card,Mumbai,2025-04-06T06:14:46.000+05:30,0.0,Bulk,false,2025,4
TXN-1000090,4035,Clothing,42.76,7,PayPal,Sydney,2025-04-23T14:53:10.000+05:30,6.11,Medium,false,2025,4
TXN-1000091,1338,Home & Kitchen,399.41,4,Credit Card,New York,2025-03-06T18:30:07.000+05:30,99.85,Medium,false,2025,3
TXN-1000092,7468,Electronics,39.69,1,Debit Card,Berlin,2025-06-27T20:37:30.000+05:30,39.69,Small,false,2025,6
TXN-1000093,6933,Sports,719.08,6,UPI,Mumbai,2025-12-31T13:33:25.000+05:30,119.85,Medium,true,2025,12
TXN-1000094,7655,Home & Kitchen,773.21,2,Unknown,San Francisco,2025-06-02T16:05:54.000+05:30,386.61,Small,true,2025,6
TXN-1000095,2943,Electronics,769.2,8,PayPal,Tokyo,2025-02-11T23:30:18.000+05:30,96.15,Bulk,true,2025,2
TXN-1000096,3980,Books,257.3,1,PayPal,Mumbai,2025-07-18T15:44:00.000+05:30,257.3,Small,false,2025,7
TXN-1000097,3301,Home & Kitchen,1193.54,8,Credit Card,Berlin,2025-08-17T14:59:25.000+05:30,149.19,Bulk,true,2025,8
TXN-1000098,4445,Home & Kitchen,809.8,2,Debit Card,Sydney,2025-09-12T05:49:13.000+05:30,404.9,Small,true,2025,9
TXN-1000099,5034,Sports,810.76,6,Unknown,London,2025-04-17T05:58:31.000+05:30,135.13,Medium,true,2025,4
TXN-1000100,4280,Sports,281.95,2,PayPal,London,2025-07-13T07:27:46.000+05:30,140.98,Small,false,2025,7
TXN-1000101,9646,Sports,1416.6,4,PayPal,Berlin,2025-08-03T17:40:06.000+05:30,354.15,Medium,true,2025,8
TXN-1000102,3047,Sports,1099.98,1,Debit Card,New York,2025-06-07T02:40:56.000+05:30,1099.98,Small,true,2025,6
TXN-1000103,6340,Sports,1221.14,1,Debit Card,Mumbai,2025-05-09T03:36:00.000+05:30,1221.14,Small,true,2025,5
TXN-1000104,1821,Beauty,49.91,2,UPI,Mumbai,2025-06-20T07:53:20.000+05:30,24.96,Small,false,2025,6
TXN-1000105,6980,Electronics,327.98,2,Unknown,Sydney,2025-06-08T21:18:09.000+05:30,163.99,Small,false,2025,6
TXN-1000106,1108,Sports,1461.06,3,Debit Card,New York,2025-11-14T01:21:10.000+05:30,487.02,Small,true,2025,11
TXN-1000107,1804,Books,1448.74,6,Debit Card,San Francisco,2025-10-08T00:12:11.000+05:30,241.46,Medium,true,2025,10
TXN-1000108,7051,Books,684.93,3,Credit Card,New York,2025-12-30T11:17:29.000+05:30,228.31,Small,true,2025,12
TXN-1000109,5276,Books,1469.58,6,PayPal,New York,2025-09-18T10:34:45.000+05:30,244.93,Medium,true,2025,9
TXN-1000110,1170,Sports,259.14,3,Credit Card,Tokyo,2025-10-18T03:37:42.000+05:30,86.38,Small,false,2025,10
TXN-1000111,3498,Books,1046.83,1,Debit Card,Berlin,2025-02-21T14:33:15.000+05:30,1046.83,Small,true,2025,2
TXN-1000112,3645,Clothing,115.52,7,Unknown,London,2025-10-03T17:09:30.000+05:30,16.5,Medium,false,2025,10
TXN-1000113,9014,Beauty,383.26,7,Debit Card,Mumbai,2025-06-25T07:55:51.000+05:30,54.75,Medium,false,2025,6
TXN-1000114,7476,Books,0.0,9,Debit Card,London,2025-07-08T09:49:03.000+05:30,0.0,Bulk,false,2025,7
TXN-1000115,5557,Electronics,1118.65,7,UPI,New York,2025-05-22T09:32:54.000+05:30,159.81,Medium,true,2025,5
TXN-1000116,4898,Home & Kitchen,848.3,1,PayPal,New York,2025-06-09T16:04:21.000+05:30,848.3,Small,true,2025,6
TXN-1000117,9806,Books,453.33,8,UPI,Berlin,2025-08-27T00:45:25.000+05:30,56.67,Bulk,false,2025,8
TXN-1000118,10015,Sports,535.03,2,Credit Card,New York,2025-07-28T15:22:20.000+05:30,267.52,Small,true,2025,7
TXN-1000119,8834,Electronics,833.73,9,Debit Card,San Francisco,2025-03-09T13:35:11.000+05:30,92.64,Bulk,true,2025,3
TXN-1000120,5863,Home & Kitchen,714.45,1,PayPal,Mumbai,2025-10-09T14:18:20.000+05:30,714.45,Small,true,2025,10
TXN-1000121,5819,Sports,1100.66,1,UPI,Tokyo,2025-02-09T05:01:20.000+05:30,1100.66,Small,true,2025,2
TXN-1000122,4418,Beauty,136.63,8,PayPal,San Francisco,2025-09-11T15:16:39.000+05:30,17.08,Bulk,false,2025,9
TXN-1000123,1310,Beauty,1110.56,8,Debit Card,Sydney,2025-10-07T22:14:30.000+05:30,138.82,Bulk,true,2025,10
TXN-1000124,8113,Home & Kitchen,1487.23,1,UPI,San Francisco,2025-01-10T12:20:36.000+05:30,1487.23,Small,true,2025,1
TXN-1000125,3415,Clothing,648.73,4,Debit Card,San Francisco,2025-04-21T13:05:59.000+05:30,162.18,Medium,true,2025,4
TXN-1000126,8568,Beauty,1377.0,1,Debit Card,London,2025-05-30T20:21:01.000+05:30,1377.0,Small,true,2025,5
TXN-1000127,6871,Beauty,242.97,4,Unknown,Tokyo,2025-12-26T11:00:22.000+05:30,60.74,Medium,false,2025,12
TXN-1000128,5029,Beauty,739.92,8,Debit Card,Sydney,2025-12-02T00:55:03.000+05:30,92.49,Bulk,true,2025,12
TXN-1000129,1364,Books,1114.16,9,Credit Card,Mumbai,2025-12-21T12:56:40.000+05:30,123.8,Bulk,true,2025,12
TXN-1000130,9647,Sports,736.81,4,Unknown,Tokyo,2025-08-06T11:54:23.000+05:30,184.2,Medium,true,2025,8
TXN-1000131,2163,Electronics,240.13,8,PayPal,New York,2025-11-09T08:16:35.000+05:30,30.02,Bulk,false,2025,11
TXN-1000132,9057,Clothing,687.69,4,Credit Card,San Francisco,2025-12-12T08:04:11.000+05:30,171.92,Medium,true,2025,12
TXN-1000133,6517,Electronics,293.35,2,Debit Card,San Francisco,2025-06-05T03:28:09.000+05:30,146.68,Small,false,2025,6
TXN-1000134,5045,Clothing,830.95,1,Unknown,New York,2025-10-30T07:57:45.000+05:30,830.95,Small,true,2025,10
TXN-1000135,5151,Clothing,816.19,5,PayPal,New York,2025-08-09T02:44:35.000+05:30,163.24,Medium,true,2025,8
TXN-1000136,2830,Clothing,529.62,4,UPI,New York,2025-07-11T04:12:33.000+05:30,132.41,Medium,true,2025,7
TXN-1000137,5183,Electronics,375.13,8,UPI,Sydney,2025-05-13T00:13:17.000+05:30,46.89,Bulk,false,2025,5
TXN-1000138,6531,Beauty,410.21,4,Debit Card,Mumbai,2025-02-01T15:32:51.000+05:30,102.55,Medium,false,2025,2
TXN-1000139,1714,Electronics,1495.89,9,PayPal,Berlin,2025-08-30T19:27:30.000+05:30,166.21,Bulk,true,2025,8
TXN-1000140,4065,Books,1450.69,5,Credit Card,Mumbai,2025-09-29T22:03:44.000+05:30,290.14,Medium,true,2025,9
TXN-1000141,7693,Home & Kitchen,760.95,9,PayPal,Tokyo,2025-12-05T08:35:50.000+05:30,84.55,Bulk,true,2025,12
TXN-1000142,1516,Clothing,1068.06,3,Debit Card,San Francisco,2025-02-24T12:53:43.000+05:30,356.02,Small,true,2025,2
TXN-1000143,6988,Clothing,356.38,9,Debit Card,Tokyo,2025-06-09T18:11:12.000+05:30,39.6,Bulk,false,2025,6
TXN-1000144,8422,Beauty,1456.82,5,Debit Card,San Francisco,2025-09-06T23:15:50.000+05:30,291.36,Medium,true,2025,9
TXN-1000145,3764,Beauty,1144.28,5,PayPal,San Francisco,2025-06-16T01:43:53.000+05:30,228.86,Medium,true,2025,6
TXN-1000146,7023,Beauty,388.95,7,PayPal,New York,2025-06-15T18:22:44.000+05:30,55.56,Medium,false,2025,6
TXN-1000147,6991,Sports,307.56,4,Debit Card,Mumbai,2025-08-12T11:01:27.000+05:30,76.89,Medium,false,2025,8
TXN-1000148,2707,Beauty,1369.9,2,UPI,San Francisco,2025-10-28T07:51:05.000+05:30,684.95,Small,true,2025,10
TXN-1000149,5671,Home & Kitchen,52.55,5,Debit Card,Sydney,2025-02-26T14:58:22.000+05:30,10.51,Medium,false,2025,2
TXN-1000150,7473,Electronics,1442.09,7,Credit Card,Sydney,2025-04-30T07:00:29.000+05:30,206.01,Medium,true,2025,4
TXN-1000151,8064,Sports,1026.47,8,UPI,New York,2025-06-04T07:02:33.000+05:30,128.31,Bulk,true,2025,6
TXN-1000152,2505,Beauty,1332.21,3,PayPal,Sydney,2025-09-21T05:43:47.000+05:30,444.07,Small,true,2025,9
TXN-1000153,9280,Clothing,624.19,8,UPI,Berlin,2025-04-16T11:22:59.000+05:30,78.02,Bulk,true,2025,4
TXN-1000154,2626,Home & Kitchen,0.0,8,Debit Card,San Francisco,2025-04-28T21:42:23.000+05:30,0.0,Bulk,false,2025,4
TXN-1000155,4754,Home & Kitchen,1110.45,4,UPI,London,2025-06-12T21:23:11.000+05:30,277.61,Medium,true,2025,6
TXN-1000156,4836,Clothing,509.33,7,Credit Card,Berlin,2025-06-15T16:05:55.000+05:30,72.76,Medium,true,2025,6
TXN-1000157,5325,Clothing,1113.94,8,UPI,Berlin,2025-01-31T06:03:49.000+05:30,139.24,Bulk,true,2025,1
TXN-1000158,3977,Clothing,92.92,1,Unknown,Mumbai,2025-02-12T18:48:45.000+05:30,92.92,Small,false,2025,2
TXN-1000159,2209,Sports,931.77,2,Debit Card,Sydney,2025-10-13T21:41:52.000+05:30,465.89,Small,true,2025,10
TXN-1000160,7516,Sports,777.14,9,Debit Card,San Francisco,2025-07-19T20:56:19.000+05:30,86.35,Bulk,true,2025,7
TXN-1000161,10113,Books,1063.31,5,Debit Card,Sydney,2025-03-13T07:32:58.000+05:30,212.66,Medium,true,2025,3
TXN-1000162,2353,Books,819.86,3,Debit Card,Mumbai,2025-05-22T13:21:17.000+05:30,273.29,Small,true,2025,5
TXN-1000163,3883,Home & Kitchen,187.02,7,Debit Card,Tokyo,2025-12-11T23:47:20.000+05:30,26.72,Medium,false,2025,12
TXN-1000164,6248,Electronics,838.0,4,Credit Card,San Francisco,2025-01-02T03:22:21.000+05:30,209.5,Medium,true,2025,1
TXN-1000165,9238,Beauty,0.0,2,Debit Card,London,2025-10-13T18:02:08.000+05:30,0.0,Small,false,2025,10
TXN-1000166,4854,Home & Kitchen,122.91,4,Credit Card,San Francisco,2025-12-02T08:18:10.000+05:30,30.73,Medium,false,2025,12
TXN-1000167,5775,Beauty,52.49,4,UPI,London,2025-06-18T05:06:32.000+05:30,13.12,Medium,false,2025,6
TXN-1000168,2185,Home & Kitchen,61.37,1,UPI,Sydney,2025-04-17T19:00:15.000+05:30,61.37,Small,false,2025,4
TXN-1000169,9946,Clothing,814.28,1,PayPal,Berlin,2025-05-30T10:52:03.000+05:30,814.28,Small,true,2025,5
TXN-1000170,7090,Home & Kitchen,1236.31,7,Debit Card,San Francisco,2025-01-24T19:37:48.000+05:30,176.62,Medium,true,2025,1
TXN-1000171,5633,Electronics,0.0,1,UPI,London,2025-09-01T18:38:51.000+05:30,0.0,Small,false,2025,9
TXN-1000172,8857,Electronics,1355.36,8,UPI,Sydney,2025-02-21T14:42:51.000+05:30,169.42,Bulk,true,2025,2
TXN-1000173,2996,Beauty,187.72,1,PayPal,Sydney,2025-12-22T23:10:11.000+05:30,187.72,Small,false,2025,12
TXN-1000174,3870,Beauty,26.45,7,UPI,San Francisco,2025-12-10T02:21:57.000+05:30,3.78,Medium,false,2025,12
TXN-1000175,3133,Electronics,302.0,3,UPI,Mumbai,2025-06-21T22:53:32.000+05:30,100.67,Small,false,2025,6
TXN-1000176,1512,Electronics,790.13,1,UPI,San Francisco,2025-05-03T18:36:21.000+05:30,790.13,Small,true,2025,5
TXN-1000177,3211,Electronics,1331.55,6,Credit Card,Berlin,2025-01-21T18:18:36.000+05:30,221.92,Medium,true,2025,1
TXN-1000178,4325,Beauty,218.5,9,UPI,Mumbai,2025-05-24T04:16:14.000+05:30,24.28,Bulk,false,2025,5
TXN-1000179,1829,Beauty,659.4,4,Unknown,Tokyo,2025-03-25T22:32:31.000+05:30,164.85,Medium,true,2025,3
TXN-1000180,6929,Sports,917.73,9,PayPal,New York,2025-09-13T22:51:34.000+05:30,101.97,Bulk,true,2025,9
TXN-1000181,4413,Electronics,141.58,2,Unknown,New York,2025-07-26T18:13:13.000+05:30,70.79,Small,false,2025,7
TXN-1000182,6289,Home & Kitchen,1307.09,5,Debit Card,New York,2025-08-26T08:06:57.000+05:30,261.42,Medium,true,2025,8
TXN-1000183,5420,Beauty,1306.83,8,PayPal,London,2025-04-04T05:28:23.000+05:30,163.35,Bulk,true,2025,4
TXN-1000184,10243,Books,0.0,8,UPI,Mumbai,2025-12-30T23:17:44.000+05:30,0.0,Bulk,false,2025,12
TXN-1000185,7057,Clothing,315.29,7,Credit Card,San Francisco,2025-10-03T02:46:11.000+05:30,45.04,Medium,false,2025,10
TXN-1000186,1115,Home & Kitchen,1272.28,2,PayPal,Tokyo,2025-07-25T13:18:26.000+05:30,636.14,Small,true,2025,7
TXN-1000187,5132,Electronics,283.25,2,UPI,Tokyo,2025-11-14T22:43:16.000+05:30,141.63,Small,false,2025,11
TXN-1000188,7142,Electronics,1204.3,1,UPI,Berlin,2025-01-26T14:10:20.000+05:30,1204.3,Small,true,2025,1
TXN-1000189,3450,Electronics,0.0,1,UPI,London,2025-01-07T15:18:08.000+05:30,0.0,Small,false,2025,1
TXN-1000190,9677,Books,1329.97,9,Credit Card,New York,2025-02-28T10:19:58.000+05:30,147.77,Bulk,true,2025,2
TXN-1000191,6371,Home & Kitchen,1041.55,8,Debit Card,Mumbai,2025-10-31T21:20:54.000+05:30,130.19,Bulk,true,2025,10
TXN-1000192,2881,Sports,0.0,4,Unknown,Mumbai,2025-12-31T21:54:56.000+05:30,0.0,Medium,false,2025,12
TXN-1000193,8373,Sports,1493.58,7,Credit Card,New York,2025-01-14T12:30:06.000+05:30,213.37,Medium,true,2025,1
TXN-1000194,5454,Beauty,738.0,6,Debit Card,Sydney,2025-10-14T08:58:19.000+05:30,123.0,Medium,true,2025,10
TXN-1000195,1534,Beauty,1432.87,6,UPI,Tokyo,2025-05-02T19:31:53.000+05:30,238.81,Medium,true,2025,5
TXN-1000196,4597,Electronics,878.97,5,PayPal,Berlin,2025-03-28T19:56:52.000+05:30,175.79,Medium,true,2025,3
TXN-1000197,2820,Electronics,198.57,9,UPI,Tokyo,2025-11-23T06:43:42.000+05:30,22.06,Bulk,false,2025,11
TXN-1000198,3995,Clothing,220.91,2,Debit Card,Sydney,2025-03-05T15:25:16.000+05:30,110.46,Small,false,2025,3
TXN-1000199,6786,Electronics,448.44,8,Debit Card,New York,2025-04-29T02:59:36.000+05:30,56.06,Bulk,false,2025,4
TXN-1000200,5549,Books,367.64,4,UPI,San Francisco,2025-07-13T04:58:56.000+05:30,91.91,Medium,false,2025,7
TXN-1000201,4819,Home & Kitchen,957.04,3,Debit Card,Mumbai,2025-01-16T23:41:15.000+05:30,319.01,Small,true,2025,1
TXN-1000202,1123,Clothing,1386.23,1,Credit Card,New York,2025-11-14T21:50:52.000+05:30,1386.23,Small,true,2025,11
TXN-1000203,8562,Electronics,1386.02,3,Credit Card,New York,2025-10-12T22:06:32.000+05:30,462.01,Small,true,2025,10
TXN-1000204,3597,Home & Kitchen,620.33,1,PayPal,Mumbai,2025-04-28T22:48:16.000+05:30,620.33,Small,true,2025,4
TXN-1000205,9626,Home & Kitchen,983.15,6,Debit Card,London,2025-07-01T05:56:58.000+05:30,163.86,Medium,true,2025,7
TXN-1000206,4087,Beauty,1209.46,3,Debit Card,Berlin,2025-01-19T11:46:29.000+05:30,403.15,Small,true,2025,1
TXN-1000207,8011,Sports,0.0,4,PayPal,London,2025-09-12T01:06:29.000+05:30,0.0,Medium,false,2025,9
TXN-1000208,3946,Electronics,814.31,7,PayPal,Sydney,2025-07-10T20:00:33.000+05:30,116.33,Medium,true,2025,7
