order_id,customer_id,order_date,order_status,payment_method
1063,80,2024-02-11,Completed,Credit Card
1064,148,2024-03-20,Returned,Apple Pay
1065,184,11-04-2024,Completed,Credit Card
1066,177,2024-05-31,Returned,PayPal
1067,179,2024-01-27,Completed,Credit Card
1068,11,2024-05-24,Completed,Apple Pay
1069,95,2024-06-18,Completed,Debit Card
1070,108,2024-01-04,Pending,Credit Card
1071,93,2024-04-20,Returned,Apple Pay
1072,112,2024-02-09,Completed,Debit Card
1073,138,2024-06-06,Pending,Apple Pay
1074,188,2024-04-21,Cancelled,Debit Card
1075,63,2024-03-23,Completed,Debit Card
1076,63,2024-04-25,Pending,Apple Pay
1077,8,2024-03-27,Pending,Debit Card
1078,125,2024-02-16,Completed,Debit Card
1079,88,2024-03-07,Completed,Debit Card
1080,99999,,Completed,PayPal
1081,62,2024-01-22,Returned,Apple Pay
1082,143,2024-05-05,Completed,Apple Pay
1083,183,2024-06-14,Pending,Apple Pay
1084,24,2024-01-05,Completed,PayPal
1085,178,2029-06-15,Completed,Debit Card
1086,149,2024-06-18,Completed,Apple Pay
1087,136,2024-05-21,Completed,Apple Pay
1088,85,2024-05-20,Completed,Apple Pay
1089,79,2024-03-10,Completed,PayPal
1090,185,2024-01-31,Completed,Debit Card
1091,191,2024-01-31,Cancelled,PayPal
1092,56,2024-02-19,Returned,Apple Pay
1093,186,2024-03-11,Cancelled,Debit Card
1094,50,2024-01-26,Completed,PayPal
1095,46,02-04-2024,Completed,Credit Card
1096,33,2024-05-16,Completed,Credit Card
1097,142,2024-01-14,Completed,PayPal
1098,193,2024-06-12,Pending,Credit Card
1099,147,2024-01-04,Completed,Apple Pay
1100,113,,Completed,PayPal
1101,65,2024-01-14,Pending,Credit Card
1102,103,2024-01-17,Pending,Credit Card
1103,162,2024-05-27,Returned,Credit Card
1104,39,2024-02-08,Cancelled,Debit Card
1105,64,2024-01-22,Completed,Apple Pay
1106,153,2024-06-04,Cancelled,PayPal
1107,98,2024-05-13,Pending,Apple Pay
1108,151,2024-03-17,Pending,Debit Card
1109,159,2024-05-25,Completed,Credit Card
1110,161,23-02-2024,Completed,Debit Card
1111,21,2024-06-18,Completed,PayPal
1112,142,2024-02-14,Completed,PayPal
1113,105,2024-01-01,Pending,Apple Pay
1114,9,2024-03-15,Completed,Debit Card
1115,73,2024-06-29,Returned,Apple Pay
1116,176,2024-01-19,Completed,Debit Card
1117,151,2024-06-09,Returned,PayPal
1118,30,2024-04-18,Cancelled,PayPal
1119,39,2024-06-14,Completed,PayPal
1120,99999,,Completed,PayPal
1121,153,2024-03-19,Returned,Debit Card
1122,32,2024-04-22,Pending,Debit Card
1123,104,2024-06-28,Completed,Apple Pay
1124,21,2024-04-22,Cancelled,Credit Card
1125,189,20-04-2024,Completed,Debit Card
1126,24,2024-01-07,Completed,Credit Card
1127,69,2024-06-21,Cancelled,Credit Card
1128,121,2024-02-14,Cancelled,Apple Pay
1129,47,2024-03-12,Cancelled,Apple Pay
1130,126,2024-06-11,Completed,Apple Pay
1131,105,2024-03-30,Completed,Debit Card
1132,27,2024-06-20,Completed,Debit Card
1133,178,2024-04-15,Pending,Debit Card
1134,103,2024-06-18,Cancelled,Credit Card
1135,23,2024-04-26,Completed,Debit Card
1136,30,2024-03-23,Pending,Credit Card
1137,139,2024-06-17,Pending,Apple Pay
1138,49,2024-01-14,Cancelled,Debit Card
1139,194,2024-06-08,Pending,Apple Pay
1140,53,,Completed,PayPal
1141,113,2024-03-14,Returned,Apple Pay
1142,8,2024-02-01,Returned,PayPal
1143,80,2024-02-10,Cancelled,Credit Card
1144,105,2024-05-21,Completed,PayPal
1145,119,2024-01-30,Completed,PayPal
1146,184,2024-05-07,Completed,Debit Card
1147,124,2024-04-16,Pending,PayPal
1148,142,2024-04-26,Completed,Apple Pay
1149,154,2024-02-18,Cancelled,PayPal
1150,71,2024-01-18,Pending,Debit Card
1151,69,2024-05-09,Completed,Debit Card
1152,151,2024-03-17,Cancelled,Apple Pay
1153,115,2024-02-08,Cancelled,Apple Pay
1154,86,2024-03-29,Cancelled,Apple Pay
1155,83,2029-06-15,Completed,PayPal
1156,99,2024-05-26,Completed,Apple Pay
1157,82,2024-01-12,Returned,Apple Pay
1158,98,2024-06-29,Pending,PayPal
1159,10,2024-05-06,Completed,Debit Card
1160,99999,,Pending,Credit Card
1161,117,2024-05-14,Completed,PayPal
1162,168,2024-04-14,Completed,Credit Card
1163,68,2024-04-30,Completed,Apple Pay
1164,21,2024-06-15,Completed,Apple Pay
1165,161,2024-03-22,Returned,Apple Pay
1166,10,2024-05-18,Cancelled,Credit Card
1167,162,2024-03-01,Returned,Debit Card
1168,192,2024-02-28,Completed,Apple Pay
1169,195,2024-01-26,Returned,Credit Card
1170,43,23-04-2024,Returned,Debit Card
1171,12,2024-01-08,Completed,Credit Card
1172,92,2024-03-16,Completed,Apple Pay
1173,63,2024-02-07,Cancelled,Apple Pay
1174,175,2024-05-24,Completed,PayPal
1175,21,2024-02-14,Cancelled,Apple Pay
1176,175,2024-06-07,Completed,Apple Pay
1177,37,2024-05-29,Completed,Apple Pay
1178,66,2024-06-12,Pending,Debit Card
1179,3,2024-06-19,Pending,Debit Card
1180,140,,Completed,Credit Card
1181,89,2024-04-23,Cancelled,Debit Card
1182,109,2024-06-12,Returned,Debit Card
1183,78,2024-04-26,Completed,Apple Pay
1184,28,2024-05-03,Completed,Apple Pay
1185,92,26-05-2024,Cancelled,Debit Card
1186,76,2024-06-28,Completed,Apple Pay
1187,3,2024-03-11,Cancelled,Credit Card
1188,191,2024-06-04,Pending,Debit Card
1189,156,2024-02-28,Completed,PayPal
1190,49,2029-06-15,Cancelled,Debit Card
1191,194,2024-06-22,Returned,PayPal
1192,25,2024-06-09,Returned,Credit Card
1193,113,2024-03-20,Completed,Debit Card
1194,24,2024-02-03,Completed,Debit Card
1195,45,2024-04-16,Completed,PayPal
1196,94,2024-05-18,Cancelled,Debit Card
1197,66,2024-02-12,Pending,Debit Card
1198,30,2024-03-27,Pending,Credit Card
1199,194,2024-02-06,Completed,Apple Pay
1200,99999,,Completed,Credit Card
1201,4,2024-04-11,Completed,Credit Card
1202,95,2024-04-26,Returned,Debit Card
1203,98,2024-05-29,Returned,Debit Card
1204,173,2024-01-28,Completed,Apple Pay
1205,159,2024-01-07,Cancelled,Debit Card
1206,57,2024-06-05,Returned,Credit Card
1207,119,2024-06-11,Returned,Debit Card
1208,105,2024-06-15,Completed,PayPal
1209,10,2024-01-12,Completed,Apple Pay
1210,25,2024-01-30,Completed,PayPal
1211,117,2024-04-09,Completed,Apple Pay
1212,191,2024-05-30,Returned,PayPal
1213,168,2024-04-16,Completed,Apple Pay
1214,105,2024-06-06,Completed,Credit Card
1215,95,25-06-2024,Completed,Apple Pay
1216,61,2024-04-23,Completed,Credit Card
1217,95,2024-06-24,Cancelled,Debit Card
1218,102,2024-01-16,Completed,PayPal
1219,117,2024-02-01,Completed,PayPal
1220,164,,Cancelled,Credit Card
1221,86,2024-01-13,Completed,PayPal
1222,53,2024-05-24,Completed,PayPal
1223,56,2024-05-30,Completed,Debit Card
1224,153,2024-02-07,Completed,Debit Card
1225,34,2029-06-15,Cancelled,Debit Card
1226,29,2024-02-14,Returned,Credit Card
1227,4,2024-02-03,Completed,PayPal
1228,83,2024-05-30,Completed,PayPal
1229,14,2024-03-08,Completed,Apple Pay
1230,30,14-05-2024,Returned,Credit Card
1231,115,2024-05-01,Completed,Credit Card
1232,129,2024-04-25,Completed,Credit Card
1233,134,2024-06-17,Completed,Apple Pay
1234,8,2024-06-13,Completed,Apple Pay
1235,110,2024-04-12,Returned,Credit Card
1236,183,2024-05-05,Pending,Credit Card
1237,83,2024-01-21,Cancelled,PayPal
1238,33,2024-01-17,Completed,Debit Card
1239,153,2024-04-07,Cancelled,Debit Card
1240,99999,,Cancelled,Apple Pay
1241,180,2024-01-26,Completed,PayPal
1242,116,2024-04-20,Completed,Apple Pay
1243,117,2024-03-27,Pending,Apple Pay
1244,81,2024-01-25,Pending,Debit Card
1245,66,19-06-2024,Completed,PayPal
1246,122,2024-06-24,Completed,Credit Card
1247,24,2024-01-22,Pending,Credit Card
1248,34,2024-04-05,Cancelled,Credit Card
1249,144,2024-05-30,Cancelled,Debit Card
1250,32,2024-06-20,Pending,Debit Card
1251,193,2024-06-19,Pending,Credit Card
1252,154,2024-03-14,Completed,Debit Card
1253,148,2024-01-27,Cancelled,PayPal
1254,169,2024-02-09,Pending,PayPal
1255,90,2024-01-28,Cancelled,Debit Card
1256,196,2024-01-30,Completed,PayPal
1257,144,2024-04-19,Cancelled,Credit Card
1258,169,2024-06-04,Returned,Debit Card
1259,47,2024-01-08,Completed,Debit Card
1260,90,,Completed,PayPal
1261,145,2024-02-06,Returned,Apple Pay
1262,37,2024-01-18,Returned,Credit Card
1263,192,2024-01-24,Cancelled,PayPal
1264,108,2024-04-06,Pending,Debit Card
1265,95,2024-02-10,Completed,Debit Card
1266,153,2024-05-25,Completed,Credit Card
1267,41,2024-02-09,Cancelled,Credit Card
1268,21,2024-06-21,Completed,Apple Pay
1269,109,2024-06-18,Pending,Apple Pay
1270,70,2024-04-16,Completed,Credit Card
1271,111,2024-03-29,Completed,Debit Card
1272,174,2024-06-22,Cancelled,Apple Pay
1273,171,2024-05-14,Completed,Credit Card
1274,102,2024-02-26,Cancelled,Credit Card
1275,53,02-01-2024,Completed,PayPal
1276,196,2024-02-05,Completed,Debit Card
1277,31,2024-03-24,Completed,Apple Pay
1278,45,2024-04-20,Completed,Apple Pay
1279,181,2024-05-16,Completed,Debit Card
1280,99999,,Pending,Credit Card
1281,5,2024-04-21,Pending,Credit Card
1282,148,2024-03-21,Pending,Apple Pay
1283,107,2024-06-12,Completed,Credit Card
1284,6,2024-04-13,Completed,PayPal
1285,118,2024-06-07,Returned,Debit Card
1286,112,2024-01-23,Completed,PayPal
1287,151,2024-04-21,Pending,Credit Card
1288,80,2024-04-11,Returned,Debit Card
1289,86,2024-02-26,Completed,Credit Card
1290,163,10-05-2024,Completed,PayPal
1291,90,2024-03-30,Returned,PayPal
1292,27,2024-03-01,Completed,Debit Card
1293,45,2024-02-20,Cancelled,PayPal
1294,20,2024-06-16,Completed,Apple Pay
1295,194,2029-06-15,Cancelled,Apple Pay
1296,145,2024-06-23,Returned,Debit Card
1297,81,2024-06-09,Completed,Apple Pay
1298,121,2024-01-18,Pending,Debit Card
1299,152,2024-03-11,Completed,Debit Card
1300,19,,Completed,Apple Pay
1301,10,2024-04-25,Completed,Debit Card
1302,20,2024-03-14,Returned,Credit Card
1303,153,2024-06-06,Cancelled,Apple Pay
1304,149,2024-04-28,Cancelled,Credit Card
1305,147,25-04-2024,Returned,PayPal
1306,155,2024-03-23,Pending,PayPal
1307,116,2024-01-16,Completed,Debit Card
1308,130,2024-01-22,Returned,PayPal
1309,64,2024-01-11,Returned,Apple Pay
1310,135,2024-04-22,Cancelled,PayPal
1311,96,2024-04-03,Completed,Apple Pay
1312,199,2024-04-14,Completed,Credit Card
1313,166,2024-06-10,Completed,Credit Card
1314,25,2024-03-25,Cancelled,Apple Pay
1315,65,2024-03-13,Returned,PayPal
1316,21,2024-03-26,Cancelled,PayPal
1317,80,2024-03-30,Returned,Apple Pay
1318,153,2024-02-03,Returned,Credit Card
1319,144,2024-03-20,Pending,Debit Card
1320,99999,,Returned,Credit Card
1321,172,2024-06-14,Pending,Debit Card
1322,93,2024-01-05,Completed,PayPal
1323,88,2024-02-24,Pending,PayPal
1324,36,2024-02-27,Completed,Credit Card
1325,26,2024-03-16,Cancelled,Credit Card
1326,87,2024-06-18,Cancelled,PayPal
1327,97,2024-06-01,Completed,PayPal
1328,178,2024-02-16,Cancelled,PayPal
1329,12,2024-04-22,Pending,Debit Card
1330,185,2029-06-15,Completed,Apple Pay
1331,73,2024-06-05,Returned,Apple Pay
1332,137,2024-02-29,Completed,Debit Card
1333,50,2024-04-30,Completed,Apple Pay
1334,197,2024-04-28,Completed,Apple Pay
1335,136,08-05-2024,Pending,PayPal
1336,155,2024-02-21,Completed,Debit Card
1337,165,2024-01-14,Pending,Debit Card
1338,27,2024-05-21,Returned,Credit Card
1339,22,2024-03-13,Completed,Debit Card
1340,132,,Completed,Apple Pay
1341,57,2024-01-24,Pending,Debit Card
1342,107,2024-01-07,Completed,Apple Pay
1343,96,2024-05-08,Completed,Apple Pay
1344,96,2024-01-21,Completed,Credit Card
1345,26,2024-03-22,Returned,Debit Card
1346,36,2024-02-07,Completed,Debit Card
1347,179,2024-04-30,Completed,Apple Pay
1348,158,2024-04-24,Completed,Credit Card
1349,66,2024-01-05,Completed,PayPal
1350,187,20-05-2024,Cancelled,Apple Pay
1351,199,2024-01-29,Completed,PayPal
1352,32,2024-03-18,Completed,PayPal
1353,164,2024-04-17,Cancelled,Apple Pay
1354,29,2024-01-17,Pending,Credit Card
1355,132,2024-06-10,Cancelled,PayPal
1356,75,2024-02-06,Pending,Credit Card
1357,91,2024-06-06,Completed,Apple Pay
1358,171,2024-02-17,Returned,Credit Card
1359,93,2024-05-14,Completed,Credit Card
1360,99999,,Pending,Credit Card
1361,100,2024-06-11,Completed,Debit Card
1362,92,2024-01-05,Completed,Debit Card
1363,188,2024-03-02,Returned,Credit Card
1364,189,2024-05-28,Completed,PayPal
1365,91,2029-06-15,Cancelled,Debit Card
1366,45,2024-06-13,Returned,Apple Pay
1367,123,2024-06-27,Returned,PayPal
1368,17,2024-02-04,Returned,Apple Pay
1369,76,2024-01-10,Completed,Credit Card
1370,11,2024-02-21,Completed,Debit Card
1371,102,2024-05-11,Cancelled,Apple Pay
1372,10,2024-03-05,Returned,PayPal
1373,92,2024-03-14,Completed,Debit Card
1374,32,2024-03-10,Completed,Apple Pay
1375,191,2024-04-12,Pending,Apple Pay
1376,48,2024-03-27,Pending,Apple Pay
1377,133,2024-04-04,Completed,Credit Card
1378,21,2024-04-18,Pending,PayPal
1379,76,2024-05-19,Completed,Credit Card
1380,84,,Returned,Debit Card
1381,115,2024-03-19,Cancelled,Apple Pay
1382,177,2024-02-12,Pending,Debit Card
1383,11,2024-04-24,Returned,Debit Card
1384,112,2024-06-06,Completed,Credit Card
1385,172,2024-01-20,Returned,Apple Pay
1386,132,2024-04-03,Returned,PayPal
1387,37,2024-01-08,Cancelled,Apple Pay
1388,33,2024-01-09,Completed,PayPal
1389,94,2024-06-14,Completed,Apple Pay
1390,9,2024-05-25,Cancelled,PayPal
1391,116,2024-06-22,Completed,Debit Card
1392,196,2024-04-23,Completed,PayPal
1393,94,2024-05-15,Pending,Debit Card
1394,72,2024-06-15,Completed,Credit Card
1395,189,07-01-2024,Completed,Apple Pay
1396,100,2024-05-12,Cancelled,Credit Card
1397,199,2024-03-08,Completed,Apple Pay
1398,157,2024-02-24,Completed,Apple Pay
1399,32,2024-02-21,Completed,Credit Card
1400,99999,,Completed,Apple Pay
1401,175,2024-01-23,Completed,Debit Card
1402,141,2024-01-17,Cancelled,Debit Card
1403,41,2024-03-17,Returned,PayPal
1404,131,2024-04-02,Completed,Credit Card
1405,36,2024-02-21,Completed,Apple Pay
1406,93,2024-01-07,Cancelled,Debit Card
1407,142,2024-04-29,Completed,Credit Card
1408,80,2024-01-17,Pending,Apple Pay
1409,106,2024-05-14,Pending,Credit Card
1410,82,02-02-2024,Returned,Credit Card
1411,120,2024-04-25,Returned,Debit Card
1412,200,2024-02-02,Cancelled,PayPal
1413,111,2024-02-03,Cancelled,Credit Card
1414,133,2024-02-01,Completed,Debit Card
1415,42,2024-02-12,Completed,PayPal
1416,133,2024-03-29,Completed,Credit Card
1417,51,2024-03-05,Returned,Debit Card
1418,161,2024-02-02,Completed,Credit Card
1419,165,2024-05-08,Completed,PayPal
1420,169,,Cancelled,Debit Card
1421,11,2024-05-24,Completed,Credit Card
1422,165,2024-01-12,Cancelled,Debit Card
1423,54,2024-06-15,Cancelled,Apple Pay
1424,164,2024-06-07,Completed,Apple Pay
1425,140,09-06-2024,Completed,Debit Card
1426,63,2024-05-03,Returned,Apple Pay
1427,117,2024-03-17,Completed,Credit Card
1428,113,2024-02-10,Pending,Apple Pay
1429,53,2024-04-28,Completed,PayPal
1430,184,2024-03-21,Completed,Debit Card
1431,34,2024-04-12,Completed,Credit Card
1432,62,2024-03-22,Pending,Credit Card
1433,116,2024-03-09,Completed,PayPal
1434,13,2024-01-25,Completed,Apple Pay
1435,108,2029-06-15,Completed,PayPal
1436,148,2024-03-24,Returned,Debit Card
1437,196,2024-02-18,Completed,Apple Pay
1438,120,2024-05-11,Pending,Debit Card
1439,6,2024-05-07,Completed,Apple Pay
1440,99999,,Pending,PayPal
1441,150,2024-02-25,Completed,Credit Card
1442,73,2024-01-13,Pending,Apple Pay
1443,138,2024-03-14,Completed,Credit Card
1444,35,2024-04-20,Completed,Debit Card
1445,94,2024-04-13,Completed,Apple Pay
1446,146,2024-01-14,Cancelled,PayPal
1447,142,2024-04-02,Completed,Credit Card
1448,130,2024-04-08,Pending,Debit Card
1449,175,2024-06-08,Cancelled,Credit Card
1450,25,2024-02-02,Pending,Debit Card
1451,143,2024-03-27,Completed,PayPal
1452,155,2024-02-20,Cancelled,Apple Pay
1453,11,2024-05-08,Completed,Credit Card
1454,183,2024-02-05,Completed,Apple Pay
1455,117,12-05-2024,Completed,PayPal
1456,157,2024-03-24,Completed,PayPal
1457,158,2024-04-10,Returned,Debit Card
1458,87,2024-05-31,Cancelled,Apple Pay
1459,77,2024-05-24,Pending,Credit Card
1460,85,,Returned,Credit Card
1461,150,2024-04-16,Completed,Credit Card
1462,122,2024-06-01,Completed,PayPal
1463,150,2024-01-14,Pending,PayPal
1464,162,2024-05-14,Returned,Apple Pay
1465,175,2024-02-07,Completed,Credit Card
1466,180,2024-05-26,Completed,PayPal
1467,113,2024-01-05,Completed,Apple Pay
1468,106,2024-02-08,Returned,PayPal
1469,129,2024-04-15,Cancelled,Apple Pay
1470,181,2029-06-15,Completed,PayPal
1471,84,2024-05-23,Returned,Apple Pay
1472,97,2024-05-14,Completed,PayPal
1473,137,2024-04-27,Completed,Debit Card
1474,198,2024-06-22,Returned,Debit Card
1475,124,2024-06-05,Completed,PayPal
1476,143,2024-03-12,Completed,PayPal
1477,198,2024-03-17,Completed,PayPal
1478,181,2024-06-25,Pending,Debit Card
1479,90,2024-05-02,Cancelled,Debit Card
1480,99999,,Completed,Apple Pay
1481,89,2024-04-11,Completed,Debit Card
1482,74,2024-01-11,Returned,Credit Card
1483,114,2024-03-29,Returned,Debit Card
1484,55,2024-05-02,Completed,Debit Card
1485,179,23-05-2024,Completed,PayPal
1486,158,2024-01-28,Returned,PayPal
1487,13,2024-03-03,Returned,PayPal
1488,60,2024-06-12,Completed,Credit Card
1489,85,2024-04-15,Returned,Apple Pay
1490,175,2024-01-26,Completed,Credit Card
1491,41,2024-05-20,Pending,Apple Pay
1492,167,2024-05-02,Completed,Debit Card
1493,74,2024-03-23,Returned,Credit Card
1494,167,2024-01-23,Cancelled,PayPal
1495,190,2024-05-16,Returned,Credit Card
1496,107,2024-02-14,Completed,Credit Card
1497,127,2024-04-11,Completed,Debit Card
1498,3,2024-01-10,Completed,Credit Card
1499,73,2024-03-26,Pending,Apple Pay
1500,130,,Pending,Debit Card
1501,29,2024-02-19,Completed,PayPal
1502,166,2024-04-27,Completed,PayPal
1503,189,2024-01-04,Completed,Debit Card
1504,173,2024-05-25,Completed,PayPal
1505,164,2029-06-15,Pending,Apple Pay
1506,84,2024-05-11,Completed,Apple Pay
1507,25,2024-06-20,Completed,PayPal
1508,83,2024-05-02,Completed,Credit Card
1509,99,2024-03-07,Completed,Apple Pay
1510,85,2024-03-09,Completed,Credit Card
1511,168,2024-03-07,Completed,PayPal
1512,171,2024-01-16,Completed,Apple Pay
1513,41,2024-03-19,Pending,Debit Card
1514,31,2024-06-25,Returned,Debit Card
1515,158,04-04-2024,Completed,PayPal
1516,123,2024-02-04,Completed,Apple Pay
1517,96,2024-06-04,Pending,Apple Pay
1518,171,2024-05-17,Completed,PayPal
1519,194,2024-06-23,Cancelled,Credit Card
1520,99999,,Pending,Debit Card
1521,145,2024-01-20,Completed,Credit Card
1522,130,2024-05-20,Completed,PayPal
1523,84,2024-02-12,Cancelled,Apple Pay
1524,175,2024-01-30,Completed,Apple Pay
1525,131,2024-01-24,Pending,Credit Card
1526,34,2024-04-26,Cancelled,Apple Pay
1527,145,2024-04-26,Completed,Apple Pay
1528,79,2024-06-21,Returned,Credit Card
1529,66,2024-04-11,Completed,PayPal
1530,19,28-05-2024,Completed,Apple Pay
1531,180,2024-03-29,Completed,Credit Card
1532,121,2024-01-18,Completed,Debit Card
1533,47,2024-04-14,Completed,Apple Pay
1534,98,2024-04-05,Pending,Apple Pay
1535,21,2024-04-06,Returned,PayPal
1536,90,2024-06-16,Completed,PayPal
1537,101,2024-05-17,Cancelled,PayPal
1538,1,2024-02-27,Completed,Debit Card
1539,173,2024-04-28,Returned,Apple Pay
1540,98,,Completed,PayPal
1541,89,2024-04-27,Completed,Debit Card
1542,186,2024-02-18,Completed,Credit Card
1543,108,2024-06-18,Cancelled,Credit Card
1544,53,2024-03-02,Completed,Credit Card
1545,9,01-06-2024,Pending,Credit Card
1546,190,2024-03-03,Completed,Apple Pay
1547,60,2024-04-22,Cancelled,PayPal
1548,36,2024-01-15,Cancelled,Debit Card
1549,188,2024-02-29,Cancelled,Debit Card
1550,154,2024-05-27,Returned,Debit Card
1551,78,2024-03-01,Completed,PayPal
1552,77,2024-04-15,Completed,Credit Card
1553,152,2024-05-22,Returned,PayPal
1554,174,2024-06-09,Pending,Apple Pay
1555,89,2024-01-13,Returned,Apple Pay
1556,82,2024-05-14,Returned,Apple Pay
1557,39,2024-04-14,Completed,Apple Pay
1558,194,2024-02-17,Cancelled,Apple Pay
1559,58,2024-03-02,Completed,PayPal
1560,99999,,Completed,Apple Pay
1561,143,2024-04-16,Cancelled,PayPal
1562,63,2024-04-09,Completed,PayPal
1563,166,2024-03-25,Completed,Apple Pay
1564,24,2024-04-04,Cancelled,PayPal
1565,69,2024-01-14,Pending,Credit Card
1566,49,2024-01-19,Cancelled,PayPal
1567,54,2024-05-02,Completed,Debit Card
1568,55,2024-01-04,Completed,Credit Card
1569,63,2024-05-02,Returned,PayPal
1570,62,2024-04-11,Cancelled,Debit Card
1571,98,2024-03-13,Pending,Debit Card
1572,67,2024-03-19,Completed,Apple Pay
1573,26,2024-04-29,Returned,Apple Pay
1574,53,2024-03-22,Completed,Debit Card
1575,12,2029-06-15,Cancelled,PayPal
1576,5,2024-02-07,Completed,Apple Pay
1577,40,2024-03-16,Completed,Debit Card
1578,98,2024-02-28,Cancelled,PayPal
1579,141,2024-05-07,Returned,Debit Card
1580,196,,Pending,Apple Pay
1581,44,2024-04-27,Returned,Debit Card
1582,36,2024-02-13,Returned,Apple Pay
1583,139,2024-02-17,Returned,Credit Card
1584,9,2024-05-14,Completed,Credit Card
1585,106,2024-01-02,Completed,PayPal
1586,182,2024-01-18,Completed,Credit Card
1587,130,2024-02-25,Pending,Debit Card
1588,159,2024-01-16,Returned,Apple Pay
1589,125,2024-06-17,Completed,Credit Card
1590,142,16-05-2024,Pending,Credit Card
1591,136,2024-01-05,Returned,Debit Card
1592,74,2024-05-17,Completed,Apple Pay
1593,28,2024-02-15,Completed,PayPal
1594,50,2024-03-02,Cancelled,Debit Card
1595,69,2024-03-31,Pending,Credit Card
1596,104,2024-04-05,Pending,PayPal
1597,58,2024-06-27,Completed,Credit Card
1598,167,2024-06-16,Completed,Credit Card
1599,98,2024-04-13,Pending,Apple Pay
1600,99999,,Returned,Credit Card
1111,21,2024-06-18,Completed,PayPal
1420,169,,Cancelled,Debit Card
1566,49,2024-01-19,Cancelled,PayPal
1078,125,2024-02-16,Completed,Debit Card
