item_id,order_id,product_id,quantity,unit_price
121,1050,111,2,34.5
122,1050,104,3,14.99
123,1051,106,3,24.99
124,1052,117,4,180.0
125,1052,113,5,29.99
126,1053,119,4,18.5
127,1053,113,2,29.99
128,1054,118,4,29.99
129,1054,106,3,24.99
130,1054,120,2,22.0
131,1054,119,2,18.5
132,1055,115,1,0.0
133,1055,102,4,89.5
134,1055,112,2,79.99
135,1056,113,0,29.99
136,1056,118,4,29.99
137,1057,116,2,39.99
138,1057,114,1,45.0
139,1057,115,5,0.0
140,1057,120,1,11.0
141,1058,110,3,19.99
142,1058,102,2,89.5
143,1059,106,5,24.99
144,1059,115,5,0.0
145,1059,116,1,39.99
146,1060,109,5,110.0
147,1061,118,5,29.99
148,1061,102,2,89.5
149,1061,115,4,0.0
150,1062,108,-1,89.0
151,1063,115,3,0.0
152,1064,103,2,449.0
153,1064,115,2,0.0
154,1064,104,5,14.99
155,1065,120,5,22.0
156,1065,114,2,45.0
157,1065,106,2,24.99
158,1066,102,3,89.5
159,1066,119,5,18.5
160,1067,120,3,22.0
161,1067,118,3,29.99
162,1067,106,3,24.99
163,1068,117,4,180.0
164,1068,104,1,14.99
165,1068,105,3,-25.0
166,1069,105,2,-25.0
167,1069,108,3,89.0
168,1070,113,2,29.99
169,1070,116,5,39.99
170,1071,114,1,45.0
171,1071,113,1,29.99
172,1071,115,4,0.0
173,1072,112,3,79.99
174,1072,115,5,0.0
175,1072,116,1,39.99
176,1073,115,3,0.0
177,1074,118,4,29.99
178,1075,114,4,45.0
179,1075,107,3,59.99
180,1076,110,-1,19.99
181,1076,111,2,34.5
182,1076,118,5,29.99
183,1077,111,4,34.5
184,1077,102,1,89.5
185,1077,119,1,18.5
186,1077,104,2,14.99
187,1078,115,2,0.0
188,1078,101,3,199.99
189,1078,114,2,45.0
190,1078,107,3,59.99
191,1079,112,3,79.99
192,1080,112,2,79.99
193,1081,113,3,29.99
194,1082,114,1,45.0
195,1082,103,1,449.0
196,1083,116,2,39.99
197,1083,103,5,449.0
198,1084,117,1,180.0
199,1084,115,1,0.0
200,1085,88888,4,14.99
201,1085,114,1,45.0
202,1085,105,2,-25.0
203,1086,103,3,449.0
204,1086,104,3,14.99
205,1086,119,2,18.5
206,1086,111,4,34.5
207,1087,105,5,-25.0
208,1087,103,5,449.0
209,1088,120,2,22.0
210,1089,112,-1,79.99
211,1089,107,4,59.99
212,1089,105,2,-25.0
213,1089,114,1,45.0
214,1090,105,1,-25.0
215,1091,112,2,79.99
216,1091,114,3,45.0
217,1091,111,1,34.5
218,1091,105,2,-25.0
219,1092,101,5,199.99
220,1092,110,5,19.99
221,1092,107,5,59.99
222,1093,113,1,29.99
223,1093,110,2,19.99
224,1094,113,5,29.99
225,1094,104,0,14.99
226,1094,108,5,89.0
227,1094,116,1,39.99
228,1095,111,5,34.5
229,1095,105,4,-25.0
230,1095,113,3,29.99
231,1096,116,1,39.99
232,1096,103,5,449.0
233,1097,101,3,199.99
234,1098,102,4,89.5
235,1098,120,5,22.0
236,1099,117,4,180.0
237,1099,114,1,45.0
238,1099,119,5,18.5
239,1100,109,3,110.0
240,1100,103,-1,449.0
241,1101,105,3,-25.0
242,1101,118,4,29.99
243,1102,110,4,19.99
244,1103,102,1,89.5
245,1103,108,4,89.0
246,1104,115,5,0.0
247,1105,110,2,19.99
248,1106,101,2,199.99
249,1107,106,4,24.99
250,1108,88888,2,180.0
251,1108,120,3,22.0
252,1108,109,2,110.0
253,1109,104,4,14.99
254,1109,101,3,199.99
255,1109,111,5,34.5
256,1110,109,5,110.0
257,1111,116,4,39.99
258,1112,102,3,89.5
259,1112,116,2,39.99
260,1112,106,3,24.99
261,1113,119,1,18.5
262,1114,117,1,180.0
263,1114,101,1,199.99
264,1115,102,3,89.5
265,1115,116,4,39.99
266,1116,106,5,24.99
267,1116,102,4,89.5
268,1117,111,4,34.5
269,1117,108,3,89.0
270,1118,103,-1,449.0
271,1118,119,5,18.5
272,1118,112,1,79.99
273,1119,108,1,89.0
274,1119,117,4,180.0
275,1120,115,3,0.0
276,1121,111,4,34.5
277,1121,103,1,449.0
278,1121,118,3,29.99
279,1122,110,3,19.99
280,1122,119,5,9.25
281,1123,115,5,0.0
282,1123,112,4,79.99
283,1124,118,2,29.99
284,1124,108,1,89.0
285,1125,101,1,199.99
286,1125,108,3,89.0
287,1125,118,1,29.99
288,1125,112,4,79.99
289,1126,104,2,14.99
290,1126,107,4,59.99
291,1126,117,4,180.0
292,1127,105,3,-25.0
293,1128,102,2,89.5
294,1129,112,5,79.99
295,1129,115,2,0.0
296,1129,103,4,449.0
297,1129,104,1,14.99
298,1130,114,2,45.0
299,1131,110,3,19.99
300,1131,109,-1,110.0
301,1132,111,2,34.5
302,1132,115,1,0.0
303,1132,109,2,110.0
304,1133,119,2,18.5
305,1133,104,1,14.99
306,1134,115,3,0.0
307,1134,120,4,22.0
308,1135,118,3,29.99
309,1136,115,4,0.0
310,1136,110,3,19.99
311,1137,103,2,449.0
312,1138,120,3,22.0
313,1138,102,2,89.5
314,1138,107,1,59.99
315,1139,112,0,79.99
316,1139,113,1,29.99
317,1140,109,4,110.0
318,1140,106,4,24.99
319,1140,101,5,199.99
320,1141,104,1,14.99
321,1141,115,2,0.0
322,1142,101,1,199.99
323,1143,105,4,-25.0
324,1143,107,3,59.99
325,1144,119,5,18.5
326,1145,103,2,449.0
327,1145,101,4,199.99
328,1145,120,2,22.0
329,1146,111,1,34.5
330,1147,115,-1,0.0
331,1148,119,4,18.5
332,1148,114,4,45.0
333,1149,113,4,29.99
334,1150,112,2,79.99
335,1150,107,3,59.99
336,1151,115,5,0.0
337,1151,105,5,-25.0
338,1151,102,5,89.5
339,1152,110,4,19.99
340,1152,116,5,39.99
341,1153,102,2,89.5
342,1153,103,4,449.0
343,1153,109,2,110.0
344,1153,113,5,29.99
345,1154,118,4,29.99
346,1154,101,3,199.99
347,1155,118,3,29.99
348,1155,116,4,39.99
349,1155,112,3,79.99
350,1155,88888,2,180.0
351,1156,111,5,34.5
352,1157,101,1,199.99
353,1157,109,4,110.0
354,1158,119,1,18.5
355,1158,108,2,89.0
356,1158,106,2,24.99
357,1159,118,5,29.99
358,1159,102,4,89.5
359,1159,108,3,89.0
360,1160,106,-1,24.99
361,1160,108,3,89.0
362,1161,119,5,18.5
363,1161,101,5,199.99
364,1161,112,2,79.99
365,1162,116,3,39.99
366,1162,118,2,29.99
367,1163,102,5,89.5
368,1163,103,2,449.0
369,1163,120,1,22.0
370,1163,108,5,89.0
371,1164,101,3,199.99
372,1164,111,2,34.5
373,1164,107,3,59.99
374,1164,105,1,-25.0
375,1165,105,5,-25.0
376,1166,104,3,14.99
377,1166,117,1,180.0
378,1167,113,3,29.99
379,1167,119,3,18.5
380,1167,104,3,14.99
381,1168,106,4,24.99
382,1168,114,3,45.0
383,1169,118,2,29.99
384,1169,112,5,79.99
385,1170,113,3,29.99
386,1170,110,2,19.99
387,1171,101,4,199.99
388,1171,119,5,18.5
389,1172,106,5,24.99
390,1173,120,-1,22.0
391,1173,108,2,89.0
392,1173,104,3,14.99
393,1174,108,3,89.0
394,1175,106,4,24.99
395,1175,103,1,449.0
396,1175,111,3,34.5
397,1176,108,3,89.0
398,1176,103,3,449.0
399,1177,101,1,199.99
400,1178,88888,4,0.0
401,1178,114,4,45.0
402,1178,106,3,24.99
403,1178,119,5,18.5
404,1179,104,4,14.99
405,1179,116,0,39.99
406,1179,108,1,89.0
407,1179,106,3,24.99
408,1180,111,3,34.5
409,1181,103,3,449.0
410,1182,113,1,29.99
411,1182,106,5,24.99
412,1183,111,5,34.5
413,1184,101,2,199.99
414,1184,114,1,45.0
415,1184,106,1,24.99
416,1184,119,3,18.5
417,1185,107,5,59.99
418,1185,114,5,45.0
419,1186,110,1,19.99
420,1186,120,-1,22.0
421,1186,108,4,89.0
422,1187,105,4,-25.0
423,1187,102,1,89.5
424,1187,112,3,79.99
425,1187,101,5,199.99
426,1188,107,2,59.99
427,1188,104,3,14.99
428,1188,101,1,199.99
429,1188,120,4,22.0
430,1189,110,4,19.99
431,1190,116,2,39.99
432,1190,109,3,110.0
433,1190,103,4,449.0
434,1190,113,3,29.99
435,1191,115,3,0.0
436,1191,102,4,89.5
437,1192,109,2,110.0
438,1192,108,1,89.0
439,1192,120,1,22.0
440,1192,102,3,89.5
441,1193,119,4,18.5
442,1193,108,5,89.0
443,1193,118,4,29.99
444,1193,102,5,89.5
445,1194,119,1,18.5
446,1194,108,4,89.0
447,1194,116,1,39.99
448,1194,110,5,19.99
449,1195,104,2,14.99
450,1195,115,-1,0.0
451,1196,107,1,59.99
452,1196,105,4,-25.0
453,1197,114,2,45.0
454,1198,120,3,22.0
455,1198,109,1,110.0
456,1199,113,5,29.99
457,1200,118,4,29.99
458,1200,111,1,34.5
459,1200,109,5,110.0
460,1200,117,5,180.0
461,1201,104,5,14.99
462,1201,114,5,45.0
463,1201,105,5,-25.0
464,1201,118,1,29.99
465,1202,119,1,18.5
466,1203,118,3,29.99
467,1203,112,4,79.99
468,1203,114,4,45.0
469,1204,102,2,89.5
470,1204,106,5,24.99
471,1204,109,5,110.0
472,1204,113,4,29.99
473,1205,113,3,29.99
474,1206,102,3,89.5
475,1206,116,3,39.99
476,1207,111,3,34.5
477,1208,109,2,110.0
478,1208,116,2,39.99
479,1208,104,3,14.99
480,1209,111,-1,34.5
481,1209,109,4,110.0
482,1209,114,2,45.0
483,1209,103,4,449.0
484,1210,117,2,180.0
485,1210,112,1,79.99
486,1210,102,3,89.5
487,1210,120,5,22.0
488,1211,105,2,-25.0
489,1211,117,2,180.0
490,1211,101,1,100.0
491,1211,106,2,24.99
492,1212,115,1,0.0
493,1213,107,4,59.99
494,1213,109,5,110.0
495,1213,112,0,79.99
496,1214,101,2,199.99
497,1215,116,4,39.99
498,1215,115,5,0.0
499,1215,106,5,24.99
500,1216,88888,1,79.99
501,1216,106,3,24.99
502,1216,109,1,110.0
503,1217,102,2,89.5
504,1217,106,2,24.99
505,1217,107,3,59.99
506,1217,108,4,89.0
507,1218,101,4,199.99
508,1219,106,2,24.99
509,1219,101,3,199.99
510,1220,109,-1,110.0
511,1220,114,4,45.0
512,1220,113,3,29.99
513,1221,115,5,0.0
514,1221,110,5,19.99
515,1222,119,3,18.5
516,1222,104,5,14.99
517,1222,101,5,199.99
518,1222,117,5,180.0
519,1223,110,1,19.99
520,1223,104,3,14.99
521,1223,116,3,39.99
522,1224,109,2,110.0
523,1224,120,2,22.0
524,1224,110,5,19.99
525,1225,102,3,89.5
526,1225,113,2,29.99
527,1226,116,3,39.99
528,1227,114,1,45.0
529,1227,113,5,29.99
530,1227,119,5,18.5
531,1228,111,5,34.5
532,1228,108,4,89.0
533,1229,117,5,180.0
534,1229,110,2,19.99
535,1229,106,3,24.99
536,1230,116,2,39.99
537,1231,118,1,29.99
538,1231,106,2,24.99
539,1231,111,3,34.5
540,1232,110,-1,19.99
541,1232,114,3,45.0
542,1233,119,1,18.5
543,1233,110,4,19.99
544,1233,115,1,0.0
545,1234,116,2,39.99
546,1235,113,5,29.99
547,1236,114,2,45.0
548,1236,102,2,89.5
549,1236,105,3,-25.0
550,1237,88888,2,18.5
551,1237,115,1,0.0
552,1237,105,4,-25.0
553,1237,111,3,34.5
554,1238,111,1,34.5
555,1238,102,4,89.5
556,1239,107,4,59.99
557,1239,106,1,24.99
558,1239,119,2,18.5
559,1240,114,4,45.0
560,1240,113,1,14.99
561,1240,120,1,22.0
562,1240,116,5,39.99
563,1241,112,3,79.99
564,1241,101,5,199.99
565,1242,101,2,199.99
566,1242,120,2,22.0
567,1243,110,4,19.99
568,1243,105,5,-25.0
569,1243,104,5,14.99
570,1244,106,-1,24.99
571,1244,103,3,449.0
572,1244,102,4,89.5
573,1245,114,4,45.0
574,1245,105,3,-25.0
575,1245,111,2,34.5
576,1246,113,2,29.99
577,1246,101,2,199.99
578,1247,107,5,59.99
579,1247,101,5,199.99
580,1248,104,1,14.99
581,1248,112,4,79.99
582,1249,118,1,29.99
583,1249,102,1,89.5
584,1249,119,1,18.5
585,1250,114,0,45.0
586,1251,104,2,14.99
587,1251,118,2,29.99
588,1251,109,1,110.0
589,1251,116,3,39.99
590,1252,104,4,14.99
591,1252,117,1,180.0
592,1252,109,5,110.0
593,1252,105,5,-25.0
594,1253,110,1,19.99
595,1254,116,2,39.99
596,1255,109,2,110.0
597,1255,117,3,180.0
598,1256,110,2,19.99
599,1256,106,4,24.99
600,1256,102,-1,89.5
601,1256,116,2,39.99
602,1257,101,1,199.99
603,1258,119,4,18.5
604,1259,103,1,449.0
605,1259,117,1,180.0
606,1260,108,3,89.0
607,1260,115,4,0.0
608,1260,110,1,19.99
609,1261,106,1,24.99
610,1262,112,1,79.99
611,1262,111,1,34.5
612,1262,114,1,45.0
613,1263,105,2,-25.0
614,1264,112,1,79.99
615,1264,115,3,0.0
616,1264,109,3,110.0
617,1265,104,4,14.99
618,1265,113,4,29.99
619,1266,113,2,29.99
620,1266,116,1,39.99
621,1266,114,2,45.0
622,1267,106,1,24.99
623,1268,119,5,18.5
624,1268,116,4,39.99
625,1268,115,3,0.0
626,1268,106,5,24.99
627,1269,105,4,-25.0
628,1270,104,1,14.99
629,1270,114,3,45.0
630,1270,115,-1,0.0
631,1270,102,1,89.5
632,1271,111,5,34.5
633,1271,117,5,180.0
634,1272,114,2,45.0
635,1273,112,1,79.99
636,1273,113,2,29.99
637,1273,105,5,-25.0
638,1273,102,4,89.5
639,1274,106,2,24.99
640,1274,103,3,449.0
641,1274,116,3,39.99
642,1274,111,1,34.5
643,1275,118,4,29.99
644,1275,113,2,29.99
645,1276,115,4,0.0
646,1277,103,1,449.0
647,1277,116,4,39.99
648,1277,115,1,0.0
649,1277,111,1,34.5
650,1278,88888,1,45.0
651,1278,102,5,89.5
652,1278,118,5,29.99
653,1278,101,3,199.99
654,1279,115,3,0.0
655,1279,111,1,34.5
656,1280,115,5,0.0
657,1280,111,5,34.5
658,1281,112,2,79.99
659,1281,115,1,0.0
660,1281,104,-1,14.99
661,1281,118,3,29.99
662,1282,118,1,29.99
663,1282,117,1,180.0
664,1282,112,2,79.99
665,1283,105,5,-25.0
666,1283,114,2,45.0
667,1283,104,2,14.99
668,1283,109,1,110.0
669,1284,107,1,59.99
670,1284,115,4,0.0
671,1284,120,1,22.0
672,1284,111,5,34.5
673,1285,115,4,0.0
674,1286,116,5,39.99
675,1286,101,0,199.99
676,1287,119,5,18.5
677,1287,116,2,39.99
678,1287,117,2,180.0
679,1287,106,1,24.99
680,1288,120,4,22.0
681,1288,111,5,34.5
682,1288,117,2,180.0
683,1288,113,3,29.99
684,1289,111,2,34.5
685,1289,110,4,19.99
686,1289,115,5,0.0
687,1289,105,5,-25.0
688,1290,118,2,29.99
689,1290,111,2,34.5
690,1290,120,-1,22.0
691,1291,112,5,79.99
692,1291,105,5,-25.0
693,1291,106,3,24.99
694,1292,112,5,79.99
695,1293,119,4,18.5
696,1293,120,1,22.0
697,1293,114,5,45.0
698,1293,110,1,19.99
699,1294,113,2,29.99
700,1295,88888,2,89.5
701,1296,106,2,24.99
702,1296,110,1,19.99
703,1296,109,3,110.0
704,1297,118,3,29.99
705,1297,102,4,89.5
706,1298,120,5,22.0
707,1299,118,2,29.99
708,1299,113,5,29.99
709,1300,102,4,89.5
710,1300,113,3,29.99
711,1300,119,5,18.5
712,1301,101,3,199.99
713,1302,120,2,22.0
714,1302,115,3,0.0
715,1303,107,4,59.99
716,1303,110,2,19.99
717,1304,106,2,24.99
718,1305,113,1,29.99
719,1306,109,2,110.0
720,1306,118,-1,29.99
721,1306,120,3,22.0
722,1306,105,1,-25.0
723,1307,115,2,0.0
724,1307,105,3,-25.0
725,1307,102,5,89.5
726,1308,120,3,22.0
727,1309,119,3,18.5
728,1309,118,5,29.99
729,1309,112,2,79.99
730,1309,103,2,449.0
731,1310,117,2,180.0
732,1311,118,3,29.99
733,1311,120,2,22.0
734,1311,113,2,29.99
735,1311,103,3,449.0
736,1312,112,5,79.99
737,1312,110,5,19.99
738,1312,107,4,59.99
739,1313,104,3,14.99
740,1314,108,4,89.0
741,1314,120,1,22.0
742,1314,102,4,89.5
743,1314,111,3,34.5
744,1315,101,5,199.99
745,1315,117,5,180.0
746,1315,112,4,79.99
747,1316,102,5,89.5
748,1316,110,1,19.99
749,1316,107,1,59.99
750,1316,111,-1,34.5
751,1317,103,2,449.0
752,1318,114,2,45.0
753,1318,104,5,14.99
754,1319,103,3,449.0
755,1319,105,1,-25.0
756,1319,101,1,199.99
757,1319,115,1,0.0
758,1320,106,3,24.99
759,1321,119,2,18.5
760,1322,114,4,45.0
761,1322,113,4,29.99
762,1322,115,3,0.0
763,1323,113,1,29.99
764,1324,120,1,22.0
765,1325,103,0,449.0
766,1326,110,3,19.99
767,1327,110,4,19.99
768,1328,113,5,29.99
769,1328,101,2,199.99
770,1328,116,2,20.0
771,1328,106,4,24.99
772,1329,105,1,-25.0
773,1329,110,5,19.99
774,1329,112,5,79.99
775,1330,104,1,14.99
776,1330,102,5,89.5
777,1331,118,2,29.99
778,1331,120,3,22.0
779,1331,103,2,449.0
780,1331,110,-1,19.99
781,1332,106,2,24.99
782,1332,120,5,22.0
783,1333,107,5,59.99
784,1333,104,1,14.99
785,1333,106,5,24.99
786,1334,118,3,29.99
787,1334,103,1,449.0
788,1334,110,2,19.99
789,1334,119,5,18.5
790,1335,111,1,34.5
791,1335,112,3,79.99
792,1335,105,5,-25.0
793,1335,108,1,89.0
794,1336,111,4,34.5
795,1336,116,3,39.99
796,1337,119,3,18.5
797,1337,105,4,-25.0
798,1337,112,2,79.99
799,1338,111,2,34.5
800,1339,88888,3,45.0
801,1339,109,2,110.0
802,1340,116,3,39.99
803,1340,115,3,0.0
804,1340,119,4,18.5
805,1341,106,5,24.99
806,1342,109,2,110.0
807,1343,109,1,110.0
808,1343,103,1,449.0
809,1344,119,5,18.5
810,1345,119,-1,18.5
811,1345,107,5,59.99
812,1345,102,4,89.5
813,1345,109,2,110.0
814,1346,113,2,29.99
815,1346,108,4,89.0
816,1346,110,5,19.99
817,1347,113,3,29.99
818,1348,108,5,89.0
819,1349,117,4,180.0
820,1349,105,2,-25.0
821,1350,119,2,18.5
822,1350,120,4,22.0
823,1351,102,2,89.5
824,1351,108,1,89.0
825,1351,116,3,39.99
826,1352,108,5,89.0
827,1352,102,3,89.5
828,1352,107,4,59.99
829,1353,115,1,0.0
830,1353,102,5,89.5
831,1353,119,3,18.5
832,1353,111,3,34.5
833,1354,113,3,29.99
834,1354,120,5,22.0
835,1355,117,3,180.0
836,1356,108,3,89.0
837,1356,117,4,180.0
838,1356,113,4,29.99
839,1356,112,5,79.99
840,1357,117,-1,180.0
841,1358,106,3,24.99
842,1358,108,2,89.0
843,1358,103,2,449.0
844,1358,117,2,180.0
845,1359,112,2,79.99
846,1359,104,4,14.99
847,1360,104,4,14.99
848,1360,116,2,39.99
849,1360,119,5,18.5
850,1361,88888,2,45.0
851,1361,101,1,199.99
852,1362,119,2,18.5
853,1362,120,2,22.0
854,1363,119,2,18.5
855,1364,106,0,24.99
856,1365,117,5,180.0
857,1365,113,5,29.99
858,1366,110,1,19.99
859,1367,115,4,0.0
860,1367,116,2,39.99
861,1368,114,5,45.0
862,1368,105,2,-25.0
863,1369,106,5,24.99
864,1369,111,5,34.5
865,1369,115,1,0.0
866,1370,113,2,29.99
867,1370,120,1,22.0
868,1371,107,5,59.99
869,1372,105,5,-25.0
870,1372,104,-1,14.99
871,1372,106,1,24.99
872,1372,116,5,39.99
873,1373,103,4,449.0
874,1374,120,1,22.0
875,1374,118,4,29.99
876,1375,112,2,79.99
877,1375,102,4,89.5
878,1375,117,4,180.0
879,1375,114,3,45.0
880,1376,114,2,45.0
881,1377,116,3,39.99
882,1377,108,5,89.0
883,1377,103,5,449.0
884,1378,109,5,110.0
885,1378,107,5,59.99
886,1378,101,1,199.99
887,1378,118,5,29.99
888,1379,113,2,29.99
889,1380,114,2,45.0
890,1380,112,4,79.99
891,1380,104,5,14.99
892,1381,109,5,110.0
893,1381,118,3,29.99
894,1381,114,5,45.0
895,1382,113,5,29.99
896,1382,107,5,59.99
897,1382,114,4,45.0
898,1383,112,5,79.99
899,1383,118,4,29.99
900,1384,110,-1,19.99
901,1384,119,2,18.5
902,1384,112,1,79.99
903,1385,115,1,0.0
904,1385,106,2,24.99
905,1386,111,4,34.5
906,1386,118,1,29.99
907,1386,102,1,89.5
908,1386,106,2,24.99
909,1387,120,3,22.0
910,1387,114,2,22.5
911,1387,103,3,449.0
912,1387,118,1,29.99
913,1388,113,4,29.99
914,1389,120,4,22.0
915,1389,102,4,89.5
916,1389,106,1,24.99
917,1390,117,2,180.0
918,1390,110,1,19.99
919,1391,120,1,22.0
920,1391,106,3,24.99
921,1392,101,1,199.99
922,1392,106,3,24.99
923,1393,112,5,79.99
924,1393,113,1,29.99
925,1393,119,1,18.5
926,1393,107,1,59.99
927,1394,118,3,29.99
928,1394,119,3,18.5
929,1394,112,2,79.99
930,1395,115,-1,0.0
931,1395,113,1,29.99
932,1396,106,1,24.99
933,1396,114,5,45.0
934,1396,117,1,180.0
935,1397,111,3,34.5
936,1397,104,5,14.99
937,1397,117,5,180.0
938,1398,115,2,0.0
939,1398,113,3,29.99
940,1398,116,4,39.99
941,1399,119,3,18.5
942,1399,101,1,199.99
943,1399,116,4,39.99
944,1399,104,2,14.99
945,1400,111,0,34.5
946,1400,114,5,45.0
947,1401,109,2,110.0
948,1402,103,1,449.0
949,1402,113,5,29.99
950,1402,88888,2,34.5
951,1403,111,2,34.5
952,1403,112,2,79.99
953,1403,107,4,59.99
954,1403,109,2,110.0
955,1404,108,2,89.0
956,1404,109,2,110.0
957,1405,108,2,89.0
958,1405,112,1,79.99
959,1406,103,4,449.0
960,1407,118,-1,29.99
961,1408,112,4,79.99
962,1408,111,2,34.5
963,1408,116,5,39.99
964,1408,109,3,110.0
965,1409,108,5,89.0
966,1409,119,4,18.5
967,1409,105,4,-25.0
968,1409,102,5,89.5
969,1410,117,3,180.0
970,1411,106,4,24.99
971,1411,115,3,0.0
972,1411,104,1,14.99
973,1411,117,1,180.0
974,1412,113,1,29.99
975,1412,119,3,18.5
976,1413,120,5,22.0
977,1413,109,3,110.0
978,1413,106,2,24.99
979,1414,116,2,39.99
980,1414,111,4,17.25
981,1414,112,4,79.99
982,1415,114,3,45.0
983,1415,112,4,79.99
984,1416,115,5,0.0
985,1416,106,2,24.99
986,1416,105,1,-25.0
987,1417,108,4,89.0
988,1417,118,2,29.99
989,1417,114,2,45.0
990,1418,116,-1,39.99
991,1418,101,4,199.99
992,1419,105,4,-25.0
993,1419,117,3,180.0
994,1419,118,3,29.99
995,1419,111,5,34.5
996,1420,113,1,29.99
997,1421,102,3,89.5
998,1421,107,4,59.99
999,1422,115,3,0.0
1000,1423,88888,5,79.99
1001,1423,120,3,22.0
1002,1423,118,3,29.99
1003,1424,114,1,45.0
1004,1425,120,2,22.0
1005,1425,107,3,59.99
1006,1425,118,3,29.99
1007,1426,117,1,180.0
1008,1426,116,4,39.99
1009,1426,115,5,0.0
1010,1427,115,3,0.0
1011,1427,105,4,-25.0
1012,1427,106,5,24.99
1013,1428,103,2,449.0
1014,1428,120,3,22.0
1015,1428,106,3,24.99
1016,1428,111,3,34.5
1017,1429,120,4,22.0
1018,1429,113,3,29.99
1019,1429,109,5,110.0
1020,1430,114,-1,45.0
1021,1430,106,2,24.99
1022,1430,119,3,18.5
1023,1430,101,1,199.99
1024,1431,106,1,24.99
1025,1431,113,1,29.99
1026,1432,116,5,39.99
1027,1433,101,4,199.99
1028,1434,104,3,14.99
1029,1435,103,3,449.0
1030,1435,113,2,29.99
1031,1436,110,2,19.99
1032,1436,115,2,0.0
1033,1437,101,3,199.99
1034,1437,102,3,89.5
1035,1438,115,0,0.0
1036,1438,118,5,29.99
1037,1438,109,2,110.0
1038,1438,120,5,22.0
1039,1439,119,3,18.5
1040,1439,114,4,45.0
1041,1439,117,5,180.0
1042,1439,110,2,19.99
1043,1440,115,3,0.0
1044,1441,114,3,45.0
1045,1441,109,1,110.0
1046,1441,105,1,-25.0
1047,1442,112,4,79.99
1048,1442,110,5,19.99
1049,1443,116,4,39.99
1050,1444,101,-1,199.99
1051,1444,114,2,45.0
1052,1444,110,1,19.99
1053,1445,107,4,59.99
1054,1445,114,4,45.0
1055,1445,118,2,29.99
1056,1446,113,2,29.99
1057,1446,120,3,22.0
1058,1447,114,2,45.0
1059,1448,110,4,19.99
1060,1448,118,2,29.99
1061,1448,109,1,110.0
